transcription	normalisation	flag
ལྕུགུ	ལྕུག་གུ	1
ལྕུགྃ	ལྕུག་མ	1
ལྕུགུ	ལྕུག་གུ	1
ལྕུཌ	ལྕུགས	1
ལྕུཌ	ལྕུགས	1
ལྕུངཽྃ	ལྕུང་མོ	1
ལྕུཾ	ལྕུང་	1
ལྕུཾ༹	ལྕུམ་རྩ	1
ལྕུྃརྩ	ལྕུམ་རྩ	1
ལྕུྃ	ལྕུམ	1
ལྕྖེུང་	ལྕེ་ཆུང་	1
ལྕེདེྃ	ལྕེ་མེད	1
ལྕེཚ	ལྕེ་ཚ	1
ལྕེརྩ	ལྕེ་རྩ	1
ལྕེརྩེ	ལྕེ་རྩེ	1
ལྕེབྱེད	ལྕེབ་བྱེད	1
ལྕོགེ༹	ལྕོག་ཙེ	1
ལྕཽག	ལྕོག་ལྕོག	1
ལྕོཌ	ལྕོགས	1
ལྕོངོ་	ལྕོང་མོ	1
ལྗངལ	ལྗང་གསལ	1
ལྗངལ	ལྗང་གསལ	1
ལྗག	ལྗང་ནག	0
ལྗེར	ལྗང་སེར	1
ལྗནི	ལྗན་ལྗིན	1
ལྗཱབ	ལྗབ་ལྗབ	1
ལྗབི	ལྗབ་ལྗིབ	1
ལྟའི	ལྟ་བའི	0
ལྟུ	ལྟ་བུ	1
ལྟུའི	ལྟ་བུའི	1
ལྟུའོ	ལྟ་བུའོ	1
ལྟུས	ལྟ་བུས	1
ལྟྱེད	ལྟ་བྱེད	1
ལྷྲེ	ལྟ་འདེར	1
ལྟགཅོད	ལྟག་གཅོད	1
ལྟགི	ལྟག་ལྟིག	1
ལྟོར	ལྟར་ངོ་	0
ལྟརླས	ལྟར་ལས	1
ལྟསྟེ	ལྟས་དེ	1
ལྟུར	ལྟུང་བར	0
ལྟེཾརེ	ལྟེམ་མེར	1
ལྟུའི	ལྟུ་བུའི	1
ལྟུངདཻ	ལྟུང་བྱེད་དེ	1
ལྟེབྃ	ལྟེབ་མ	1
ལྟཽསོ	ལྟོ་གོས་སོ	1
ལྟོའིངིཾ	ལྟོ་བའི་མིང་	1
ལྟོསྃདེ	ལྟོས་མེད	1
ལྡབི	ལྡབ་ལྡིབ	1
ལྡབོ	ལྡབ་ལྡོབ	1
ལྡམུ	ལྡམ་ལྡུམ	1
ལྡརི	ལྡར་ལྡིར	1
ལྡིངྑང་	ལྡིང་ཁང་	1
ལྡུྃ	ལྡུམ	1
ལྡེྃགི	ལྡེ་མིག	1
ལྡེམེ་བ	ལྡེམ་མེ་བ	1
ལྡཻམ	ལྡེམ་ལྡེམ	1
ལྡེཾ	ལྡེམ	1
ལྡེཾསེ་ལྡེམ	ལྡེམས་སེ་ལྡེམ	1
ལྡོགརནྱས	ལྡོག་པར་གནས	1
ལྡོགླ་ཾསྲིུན	ལྡོག་ཟླ་མི་སྲུན	1
ལྡོགླ	ལྡོག་ཟླ	1
ལྡོབསྐྱེན་པ	ལྡོབས་སྐྱེན་པ	1
ལྷེན	ལྷ་གཤེན	0
ལྷེན	ལྷ་ཆེན	0
ལྷྲུག	ལྷ་དྲུག	1
ལྷ༹ཾས	ལྷ་མཚམས	1
ལྷཾས	ལྷ་མཚམས	1
ལྷིན	ལྷ་མིན	0
ལྷོཾ་དཔལུངན	ལྷ་མོ་དཔལ་ལུང་བསྟན	1
ལྷོཾ་ནོཾག	ལྷ་མོ་ནག་མོ	1
ལྷོཾ	ལྷ་མོ	1
ལྷཾཨོ	ལྷ་མོ	1
ལྷགོས	ལྷ་ཚོགས	1
ལྷོ༹གས	ལྷ་ཚོགས	1
ལྷོགས	ལྷ་ཚོགས	0
ལྷོ༹ཊ	ལྷ་ཚོགས	1
ལྷྲེའི	ལྷ་འདྲེའི	1
ལྷྲེ	ལྷ་འདྲེ	1
ལྷ༹ས	ལྷ་རྫས	1
ལྷནྡ	ལྷ་ལྡན	1
ལྷས	ལྷ་སྲས	0
ལྷིེནད	ལྷ་སྲིན་སྡེ་བརྒྱད	1
ལྷྲིནེད	ལྷ་སྲིན་སྡེ་བརྒྱད	1
ལྷྲིན	ལྷ་སྲིན	1
ལྷྲུང་	ལྷ་སྲུང་	1
ལྷགནས	ལྷག་གནས	1
ལྷགི	ལྷག་གི	1
ལྷགེ་བ	ལྷག་གེ་བ	1
ལྷགཾ	ལྷག་མ	1
ལྷགོ	ལྷག་ལྷོག	1
ལྷགྶོང་	ལྷག་སོང་	1
ལྷངེ་	ལྷང་ངེ་	1
ལྷེཾད	ལྷད་མེད	1
ལྷ༡	ལྷན་ཅིག	1
ལྷངེ་	ལྷང་ངེ་	1
ལྷངང་	ལྷང་ལྷང་	1
ལྷཱང་	ལྷང་ལྷང་	1
ལྷིག	ལྷན་གཅིག	1
ལྷནིག	ལྷན་ཅིག	1
ལྷིག	ལྷན་ཅིག	1
ལྷིནག	ལྷན་ཅིག	1
ལྷནེ	ལྷན་ནེ	1
ལྷནོ༹ཊ	ལྷན་ཚོགས	1
ལྷྱས	ལྷན་རྒྱས	1
ལྷྱེས	ལྷན་སྐྱེས	1
ལྷབུ	ལྷབ་ལྷུབ	1
ལྷམེ	ལྷམ་མེ	1
ལྷྃ	ལྷམ	1
ལྷསྐོས	ལྷས་བསྐོས	1
ལྷུགེར	ལྷུག་གེར	1
ལྷཱུག	ལྷུག་ལྷུག	1
ལྷུགལྃའི	ལྷུག་སྤེལ་མའི	1
ལྗེུངད	ལྷུང་བཐེད	1
ལྷུངེ༹ད	ལྷུང་བཟེད	1
ལྷྲིུབ	ལྷུན་གྱིས་གྲུབ	1
ལྷུནྲུབ	ལྷུན་གྲུབ	1
ལྷུབ	ལྷུན་གྲུབ	0
ལྷྲུབ	ལྷུན་གྲུབ	1
ལྷྲུནབ	ལྷུན་གྲུབ	1
ལྷུནོ	ལྷུན་པོ	1
ལྷུནོའིཛེྃ	ལྷུན་པོའི་མཛེས	1
ལྷུརླེན	ལྷུར་ལེན	1
ལྷཻབས	ལྷེབས་ལྷེབས	1
ལྷྱོིང་	ལྷོ་གླིང་	1
ལྷོུབདགོ	ལྷོ་ནུབ་བདག་པོ	1
ལྷོུབ	ལྷོ་ནུབ	1
ལྷཽཊོ	ལྷོ་ཕྱོགས་སོ	1
ལྷཽཊ	ལྷོ་ཕྱོགས	1
ལྷྱཽགས	ལྷོ་ཕྱོགས	1
ལྷྱོགས	ལྷོ་ཕྱོགས	1
ལྷྲཽད	ལྷོ་བགྲོད	1
ལྷྲོགརྫོང་	ལྷོ་བྲག་རྫོང་	1
ལྷོནོཾཌ	ལྷོ་མོན་ནགས	1
ལྷཽག	ལྷོག་ལྷོག	1
ཤྲགི༹ན	ཤ་ཁྲག་འཛིན	1
ཤྲག	ཤ་ཁྲག	1
ཤོྃ	ཤ་མོ	1
ཤཚིལ	ཤ་ཚིལ	1
ཤཁོན	ཤ་འཁོན	1
ཤྑོན	ཤ་འཁོན	1
ཤཱཀྱཐུབྶ	ཤཱཀྱ་ཐུབ་པ	1
ཤངོ་	ཤང་ཤོང་	1
ཤོད	ཤད་དོ	0
ཤནྱརཾ	ཤན་སྦྱར་མ	1
ཤབུ	ཤབ་ཤུབ	1
ཤཾབས	ཤམ་ཐབས	1
ཤམྦྷལང་	ཤམྦྷ་ལ་དང་	1
ཤཾ་བྷ་ལ	ཤམ་བྷ་ལ	1
ཤམྦྷ་ལ	ཤམ་བྷ་ལ	1
ཤཾ	ཤམ	1
ཤརྱི	ཤར་གྱི	1
ཤརགླིཾ	ཤར་གླིང་	1
ཤིརྱང་	ཤར་གླིང་	1
ཤརོགས	ཤར་ཕྱོགས	1
ཤརོཊ	ཤར་ཕྱོགས	1
ཤརྒོས	ཤར་ཕྱོགས	1
ཤྱགོས	ཤར་ཕྱོགས	1
ཤྱོཊ	ཤར་ཕྱོགས	1
ཤརྃང་	ཤར་མ་དང་	1
ཤརི	ཤར་རི	1
ཤརྷོ	ཤར་ལྷོ	1
ཤྷོར	ཤར་ལྷོ	1
ཤརར	ཤར་ཤར	1
ཤརུ	ཤར་ཤུར	1
ཤརོ	ཤར་ཤོར	1
ཤིངྃ	ཤིང་ངམ	1
ཤིངེན	ཤིང་ཆེན	1
ཤིངྟོག	ཤིང་ཏོག	1
ཤིངྲནཚེརན	ཤིང་ཕྲན་ཚེར་ཅན	1
ཤིངཕྲནསྨན	ཤིང་ཕྲན་སྨན	1
ཤིངཁརསྱིལ	ཤིང་འཁར་གསིལ	1
ཤིངབྲསིལྙན	ཤིང་འབྲས་སིལ་སྙན	1
ཤིངབྱུག	ཤིང་འབྲུག	1
ཤིངཛིན	ཤིང་འཛིན	1
ཤིངརྟ	ཤིང་རྟ	1
ཤིངརྟའི	ཤིང་རྟའི	1
ཤིྃསོག	ཤིང་སོག	1
ཤིངནོ	ཤིང་སྔོན	1
ཤིངྶྟེ	ཤིང་སྟེ	1
ཤིནུ	ཤིན་ཏུ	1
ཤིནྟུ	ཤིན་ཏུ	1
ཤྟིུན	ཤིན་ཏུ	1
ཤི༹ས	ཤིས་མཛད	1
ཤུགསོཾ	ཤུག་གསོམ	1
ཤུཌ	ཤུགས	1
ཤུབུར་སྨྲ་བ	ཤུབ་བུར་སྨྲ་བ	1
ཤཱུམ་པ	ཤུམ་ཤུམ་པ	1
ཤུལྖེནང་	ཤུལ་ཆེན་དང་	1
ཤུལཾ	ཤུལ་ལམ	1
ཤེདག	ཤེད་བདག	1
ཤེདུ	ཤེད་བུ	1
ཤེརིནཾ	ཤེར་ཕྱིན་མ	1
ཤེརིན་མཆོདེན	ཤེར་ཕྱིན་མཆོད་རྟེན	1
ཤེརིན	ཤེར་ཕྱིན	1
ཤེརྱིན	ཤེར་ཕྱིན	1
ཤེལན	ཤེལ་ཅན	1
ཤེསྱ	ཤེས་བྱ	1
ཤྱེ	ཤེས་བྱ	1
ཤྱེས	ཤེས་བྱ	1
ཤེསྱེད	ཤེས་བྱེད	1
ཤེསའི	ཤེས་པའི	1
ཤེསཚོར	ཤེས་ཚོར	1
ཤེརྱིན་པ	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ	1
ཤྲེབྱིས	ཤེས་རབ་ཀྱིས	1
ཤྲེབངྶྐུར	ཤེས་རབ་དབང་བསྐུར	1
ཤྲེབསྣཾསངེསརྙེད	ཤེས་རབ་བསམས་ནས་ངེས་རྙེད	1
ཤེརྲི	ཤེས་རབ་རལ་གྲི	1
ཤེབ	ཤེས་རབ	1
ཤེསབ	ཤེས་རབ	1
ཤྲེབ	ཤེས་རབ	1
ཤྲེབ	ཤེས་རབ	1
ཤེསྲིག	ཤེས་རིག	1
ཤེསྡན	ཤེས་ལྡན	1
ཤེསོ	ཤེས་སོ	1
ཤེསོང་	ཤེས་སོང་	1
ཤེསླ	ཤེས་སླ	1
ཤོགུ	ཤོག་གུ	1
ཤོགྦུ	ཤོག་བུ	1
ཤོདུ	ཤོད་དུ	1
ཤཽར	ཤོར་རོ	1
ས་པཎ	ས་ཀྱ་པཎྜིཏ	0
སྑུལ	ས་ཁུལ	1
སཁོངསུ	ས་ཁོངས་སུ	1
སཁྲའདྲའོ	ས་ཁྲ་འདྲའོ	1
སདན	ས་གདན	1
སནྱྃ	ས་གནམ	1
སཞྱིའིངཾ	ས་གཞིའི་མིང་	1
ས་གནམ	ས་གཞི་དང་གནམ་ག	0
སྒེ་སོགེ	ས་གེ་སོག་གེ	1
སངོས	ས་ངོས	1
སཔགཚད	ས་དཔག་ཚད	1
སཔྱདཁཾ	ས་དཔྱད་ཁང་	1
སབྱིབས	ས་དབྱིབས	1
སཀྲ	ས་བཀྲ	1
སཅད	ས་བཅད	1
སཅུའོ	ས་བཅུའོ	1
སཌ	ས་བདག	1
སབབ	ས་བབ	1
སྦེ་སིབེ	ས་བེ་སིབ་བེ	1
སྦེ་སོབེ	ས་བེ་སོབ་བེ	1
སོན	ས་བོན	1
སྦོན	ས་བོན	1
སབླ	ས་བླ	1
སྃཐའྃཐའ	ས་མཐའ་མཐའ	1
སདྃའ	ས་མདའ	1
སི༹ཊ	ས་ཚིགས	1
སྃཚམས	ས་མཚམས	1
སཚིཌ	ས་ཚིགས	1
སྮིངཟོས	ས་ཞིང་བཟོས	1
སྮེས	ས་ཞེས	1
སགུལསཆ	ས་འགུལ་ས་ཆ	1
སདྃམོ	ས་འདམ་མོ	1
སི༹ན	ས་འཛིན	1
སའོག	ས་འོག	1
ས་ཡའབྃ	ས་ཡ་འབུམ	1
ས་རེསོརེ	ས་རེ་སོར་རེ	1
སྱུས	ས་རྒྱུས	1
སླཱ	སཱ་ལ	1
སསྐྱ	ས་སྐྱ	1
སྐྱ	ས་སྐྱ	0
སསྟེང་	ས་སྟེང་	1
སྟེང་	ས་སྟེང་	0
སསྲིན	ས་སྲིན	1
སསློགྲྡོ	ས་སློག་རྡོ	1
སགྙ	སག་ཉ	1
སགྮྭ	སག་ཞྭ	1
སགྲི	སག་རི	1
སགྲིསན	སག་རིས་ཅན	1
སགྡར	སག་རྡར	1
སགྷྃ	སག་ལྷམ	1
སཱང་པོ	སང་སང་པོ	1
སཾསང་	སངས་དང་	1
སངྱསྱི	སངས་རྒྱས་ཀྱི	1
སངྱསྱིས	སངས་རྒྱས་ཀྱིས	1
སདྱསྃད	སངས་རྒྱས་ཐམས་ཅད	1
སངྱས་འབྲསུ	སངས་རྒྱས་འབྲས་བུ	1
སདྱསྃ	སངས་རྒྱས་སམ	1
སདྱསོ	སངས་རྒྱས་སོ	1
སངྱསྐྱོངཀྱིསཛ༹དའི	སངས་རྒྱས་སྐྱོངས་ཀྱིས་མཛད་པའི	1
སདྱསྲསྱིསྐོར	སངས་རྒྱས་སྲས་ཀྱིས་བསྐོར	1
སངྱས	སངས་རྒྱས	1
སརྒྱས	སངས་རྒྱས	1
སྔྱས	སངས་རྒྱས	1
སདྱཾས	སངས་རྒྱས	1
སདྱས	སངས་རྒྱས	1
སདྱས	སངས་རྒྱས	1
སཾས	སངས	1
སདང་	སད་དང་	1
སདརྃདོ	སད་པར་མེད	1
སདར	སད་པར	1
སདདྱབ	སད་བརྒྱབ	1
སདཚེ	སད་ཚེ	1
སདལྷུཾ	སད་ལྷུང་	1
སདྶུདཙྃ	སད་སུད་ཙམ	1
སདྶུད	སད་སུད	1
སདྶེར	སད་སེར	1
སབྣི	སབ་ནི	1
སབེ	སབ་བེ	1
སབྶོབྃ	སབ་སོབ་བམ	1
གླིཾཅུསིེ	སམ་གླིང་བཅུ་གཉིས་ཏེ	1
སྃདྕིལཌ	སམ་ཅི་ལགས	1
སྃ	སམ	1
སའིཁྃསྃབྱུང་	སའི་ཁམས་སམ་འབྱུང་	1
སའིགོ	སའི་གོ	1
སའིདགོ	སའི་བདག་པོ	1
སརོརང་	སར་སོར་དང་	1
སལྶིལེར	སལ་སིལ་རེ	1
སྶུལ	སལ་སུལ	1
སལྶིལ	སལྶིལ	1
སི་ཏཆོུ	སི་ཏ་ཆུ་བོ	1
སྲིིལ	སི་རིལ	1
སྒྲི	སི་སྒྲ	0
སིགི	སིག་སིག	1
སིཌྃ	སིགས་མ	1
སིཌིག	སིགས་ཤིག	1
སོངྒ	སིང་ག	1
སིངེ་	སིང་ངེ་	1
སིངིང་	སིང་སིང་	1
སིཾསོ	སིངས་པོ	1
སིངསླགིྃརྩྱང་	སིངས་རླག་མི་གཅང་	1
སྶྒྲི	སིད་སྒྲ	1
སིནྡྷུ	སིནྡྷུ	1
སིབྣད	སིབ་ནད	1
སིབུ	སིབ་བུ	1
སིབིབ	སིབ་སིབ	1
སིྃ	སིམ	1
སིལྑྲོལ	སིལ་ཁྲོལ	1
སིལྟོགྃ	སིལ་ཏོག་གམ	1
སིལྟོག	སིལ་ཏོག	1
སིལོཚཌ	སིལ་ཚོང་	1
སིལིལཀྲོལའིསྒྲ	སིལ་སིལ་དཀྲོལ་བའི་སྒྲ	1
སཱིལ	སིལ་སིལ	1
སིལྒྲ	སིལ་སྒྲ	1
སུཅདའྡིེ	སུ་བཅད་པའི་སྡེ	1
སུམུ	སུ་མུ	1
སུའོངསུསཤད	སུ་འོངས་སུས་བཤད	1
སུརེད	སུ་རེད	1
སུགྠིང་	སུག་ཏིའང་	1
སུགྲིས	སུག་བྲིས	1
སུགྨེལ	སུག་མེལ	1
སུགླས	སུག་ལས	1
སུགྶྨེལདྲ	སུག་སྨེལ་འདྲ	1
སུགྨེལ	སུག་སྨེལ	1
སུཾསུཾས	སུང་སུངས	1
སུནབྱུང་	སུན་དབྱུང་	1
སུནོ	སུན་པོ	1
སུནཕྱིུང་	སུན་ཕྱུང་ཞིང་	1
སུནཕྱུངསིག	སུན་ཕྱུངས་ཤིག	1
སིུན	སུན་འབྱིན	1
སུནབྱིན	སུན་འབྱིན	1
སུནྣང་	སུན་སྣང་	1
སུབྼི	སུབ་བྲི	1
སུབསིགྥྲིས	སུབས་ཤིག་ཕྲིས	1
སུྃཁྲི	སུམ་ཁྲི	1
སུམྱོན	སུམ་གྱིན	1
སུྃཅུ	སུམ་ཅུ	1
སིུཆའོ	སུམ་ཆའོ	1
སུྃདདསུྃསྟོང་	སུམ་བརྒྱ་སུམ་སྟོང་	1
སུཾ་བངྱ	སུམ་བརྒྱ	1
སུཾ་བརྒྱ	སུམ་བརྒྱ	1
སེུ༹ཊ	སུམ་བརྩེགས	1
སུམྕོུང་	སུམ་མེ་ཅུང་	1
སུམདོ	སུམ་མདོ	1
སུཾདོ	སུམ་མདོ	1
སུྃབུྃ	སུམ་འབུམ	1
སུྃརྐྱ	སུམ་རྐྱ	1
སུྃརྟཌ	སུམ་རྟགས	1
སུམེ༹ན	སུམ་རྩེན	1
སྱྃསྒྲིལ	སུམ་སྒྲིལ	1
སུྃ	སུམ	1
སུྃསིག	སུམས་ཤིག	1
སུའིཟེར	སུའི་ཟེར	1
སུལང་	སུལ་དང་	1
སུལྱུག	སུལ་དྲུག	1
སུལྃང་	སུལ་མང་	1
སུལོྃ	སུལ་མོ	1
སུལཾ	སུལ་ལམ	1
སུསཤད	སུས་བཤད	1
སུསིགལྲོནང་	སུས་ཤིག་མགྲོན་དང་	1
སེོ	སེ་བོ	1
སྦེོ	སེ་བོ	1
སེོྃ	སེ་མོ	1
སླེ	སེ་འབྲུ	1
སྱོབ	སེ་ཡབ	1
སྱེོ	སེ་ཡོ	1
སྲེལྱས	སེ་རལ་བྱས	1
སྲེལ	སེ་རལ	1
སྲེུལ	སེ་རུལ	1
སཻགརྡར	སེག་སེག་རྡར	1
སེངེན	སེང་གེ་ཅན	1
སེངེ་བཟངོས་མ༹དའི	སེང་གེ་བཟང་པོས་མཛད་པའི	1
སེངེ་	སེང་གེ	1
སེངྒེ	སེང་གེ	1
སཻང་	སེང་གེ	1
སཻངྒའྃཡུ	སེང་གེའི་གཡུ	1
སཻངའིངར	སེང་གེའི་ངར	1
སེངནེ	སེང་ཆེན	1
སེངཕྲོྃ	སེང་ཕྲོམ	1
སེངྃ	སེང་མ	1
སེངྡེང་	སེང་ལྡེང་	1
སྷཻང་	སེང་ལྡེང་	1
སེནོྃ	སེན་མོ	1
སེནོྃ	སེན་མོ	1
སེྃནྃད	སེམས་ཅན་ཐམས་ཅད	1
སེནཾད	སེམས་ཅན་ཐམས་ཅད	1
སེནཾདཾ	སེམས་ཅན་ཐམས་ཅད	1
སེཾནཐཾད	སེམས་ཅན་ཐམས་ཅད	1
སེཾན་བླུནོ	སེམས་ཅན་བླུན་པོ	1
སེན	སེམས་ཅན	0
སེནཾ	སེམས་ཅན	1
སེཾན	སེམས་ཅན	1
སེཾཨན	སེམས་ཅན	1
སེཾསེན	སེམས་ཆེན	1
སེསྖུྃང་	སེམས་ཆུང་	1
སེཾསིད	སེམས་ཉིད	1
སེདྃའོ	སེམས་དཔའ་འོ	1
སྃདེའ	སེམས་དཔའ	1
སེདྃའ	སེམས་དཔའ	1
སེདའཾ	སེམས་དཔའ	1
སེཾདའ	སེམས་དཔའ	1
སེཾའ	སེམས་དཔའ	1
སེཾསའི	སེམས་པའི	1
སེྃདའི	སེམས་དཔའི	1
སྐྱཻྃདངོ་	སེམས་བསྐྱེད་དང་པོ	1
སེསྐྱཻད	སེམས་བསྐྱེད་དེ	1
སེཾསྐྱེད	སེམས་བསྐྱེད	1
སེསྐྱཾདེ	སེམས་བསྐྱེད	1
སེསྐྱེྃད	སེམས་བསྐྱེད	1
སེསྱུྃང་	སེམས་བྱུང་	1
སེྃསྑྲལིྃ	སེམས་འཁྲལ་མི	1
སཻཾ༹ར	སེམས་འཚེར	1
སེྃསཛིན	སེམས་འཛིན	1
སེྃསླས	སེམས་ལས	1
སེཾསུ	སེམས་སུ	1
སེསུྃ	སེམས་སུ	1
སེསྐྱིྃད	སེམས་སྐྱིད	1
སེྃསྐྱེད	སེམས་སྐྱེད་དེ	1
སེཾསྐྱེས	སེམས་སྐྱེས	1
སེྃསྙིངེ་	སེམས་སྙིང་རྗེ	1
སེཾསྡུག	སེམས་སྡུག	1
སེཾསྲོངོ་	སེམས་སྲོང་བོ	1
སྃསེ	སེམས	1
སེྃས	སེམས	1
སེསཾ	སེམས	1
སྶེ	སེམས	1
སེཾས	སེམས	1
སེརྒ	སེར་ག	1
སེརེན	སེར་ཆེན	1
སེརྃར	སེར་དམར	1
སེརགཾ	སེར་ནག་མ	1
སེརག	སེར་ནག	1
སེརོ	སེར་པོ	1
སོེར	སེར་པོ	1
སེརྦ	སེར་བ	1
སེརཽཁ	སེར་བོ་རོ་ཁ	1
སེརོ	སེར་བོ	1
སེརའོི	སེར་བོའི	1
སེརོྃ	སེར་མོ	1
སེརྴ	སེར་ཤ	1
སཻར	སེར་སེར	1
སེརྐྱ	སེར་སྐྱ	1
སྣེརན	སེར་སྣ་ཅན	1
སེརྣེ	སེར་སྣ་ཆེ	1
སེརྣྃདེ	སེར་སྣ་མེད	1
སྣེར	སེར་སྣ	0
སེལརྱེད	སེལ་བར་བྱེད	1
སེལྱོང་	སེལ་བོ་ཡང་	1
སེལོ	སེལ་བོ	1
སྐོ	སོ་ཀ	0
སྕོན	སོ་ཅན	1
སྠོར	སོ་ཐར	1
སོང་	སོ་དང་	0
སྲོུག	སོ་དྲུག	1
སྥོགསྲོཌྯིན	སོ་ཕག་བསྲེགས་ཟིན	1
སྦོ	སོ་བ	0
སོཏངསྲོཌ	སོ་བཏང་བསྲེགས	1
སོཞི	སོ་བཞི	1
སྱོ	སོ་བྱ	1
སོའརོ	སོ་འཁོར	1
སྙོལྣི	སོ་རྙིལ་ན	1
སཽབ	སོ་སོ་བ	1
སོོབ	སོ་སོ་བ	1
སཽ	སོ་སོ	1
སཽའི	སོ་སོའི	1
སཽར	སོ་སོར	1
སྲོུང་	སོ་སྲུང་	1
སྲོུབྣས	སོ་སྲུབས་ནས	1
སོགྕིག	སོག་ཅིག	1
སོགྣང་	སོག་ནང་	1
སོགྶ	སོག་པ	0
སོགྶོ	སོག་པོ	1
སོགྱིལྶྣདྱན	སོག་བྱིལ་རྣ་རྒྱན	1
སོགྲོྃ	སོག་མ་གྲོ	1
སོགྲུསོགྶྐ	སོག་རུས་སོག་སྐད	1
སོགླེང་	སོག་ལེ་དང་	1
སོགེ	སོག་ལེ	1
སོགྱོིག	སོག་སོག་ཡིག	1
སཽག	སོག་སོག	1
སོཌཀྱིསླསའི	སོགས་ཀྱིས་སླས་པའི	1
སོགསུངས	སོགས་སུ་གསུངས་པ	1
སོཌ	སོགས	1
སོཊ	སོགས	1
སྦོང་	སོང་བ	0
སོངྃག	སོང་ཞིག	1
སཽངང་	སོང་སོང་	1
སོངསིག	སོངས་ཤིག	1
སོན་འདེས	སོན་འདེབས	1
སོནྲུ	སོན་འབྲུ	1
སོབྣ	སོབ་ན	1
སོབྦེས	སོབ་བེས	1
སོབོ	སོབ་སོབ	1
སོབསསིག	སོབས་ཤིག	1
སོཾ	སོམ	1
སོཾསིགུ	སོམས་ཤི་གུ	1
སོཾས་ཤིག	སོམས་ཤིག	1
སོསཾ་ཤིག	སོམས་ཤིག	1
སོཾས	སོམས	1
སོརཟགྶོར	སོར་བཞག་སོར	1
སོརོཾ	སོར་མོ	1
སཽྃ	སོར་མོ	1
སོརྒང་	སོར་སོར་གང་	1
སོལྦྱས	སོལ་བྱས	1
སསྐོའོ	སོས་ཀའོ	1
སོསྐར	སོས་ཀར	1
སོསྡལྡད	སོས་དལ་བསྡད	1
སོསྡདྯིན	སོས་བལྡད་ཟིན	1
སོསྡོད	སོས་བལྡད	1
སོསོ	སོས་སོ	1
སྐདྕིགྃའི	སྐད་ཅིག་མའི	1
སྐདིག	སྐད་ཅིག	1
སྐིག	སྐད་ཅིག	1
སྐིདག	སྐད་ཅིག	1
སྐདོ	སྐད་དོད	1
སྐབསུཾ	སྐབས་གསུམ	1
སྱྐྲོེེདམ	སྐབས་འགྲོ་སེམས་བསྐྱེད	1
སྐབོ༹ལ	སྐབས་འཚོལ	1
སྐབསུ	སྐབས་སུ	1
སྐབསུ	སྐབས་སུ	1
སྐམིན	སྐམ་མིན	1
སྐྃ	སྐམ	1
སྐཾར	སྐར་མ	1
སྐརྨ	སྐར་མ	1
སྐཾའ	སྐར་མདའ	1
སྐལད	སྐལ་ཆད	1
བསྐང་	སྐལ་བཟང་	1
སྐལྯང་	སྐལ་བཟང་	1
སྐ༹ང་	སྐལ་བཟང་	1
སྐང་	སྐལ་བཟང་	0
སྐལང་	སྐལ་བཟང་	1
སྐལ༹ང་	སྐལ་བཟང་	1
སྐལྡན	སྐལ་ལྡན	1
སྐུགས	སྐུ་གསུང་ཐུགས	1
སྐུངགས	སྐུ་གསུང་ཐུགས	1
སྐུངཊ	སྐུ་གསུང་ཐུགས	1
སྐུྃཉེལ	སྐུ་མཉེལ	1
སྐུཾན	སྐུ་མདུན	1
སྐུདོག	སྐུ་མདོག	1
སྐོུག	སྐུ་མདོག	1
སྐེུ༹	སྐུ་ཚེ	1
སྐུར	སྐུ་འདྲ	0
སྐོུད	སྐུ་སྟོད	1
སྐུད	སྐུ་སྨད	1
སྐུདཕངསྱིར	སྐུད་འཕང་གསིར	1
སྐུལྱེད་མ	སྐུལ་བྱེད་མ	1
སྐུལྱེད	སྐུལ་བྱེད	1
སྐོརཉྱེནའོར	སྐོར་གཉེན་འཁོར	1
སྐྱཾའ	སྐྱ་མདའ	1
སྐྱྱ	སྐྱ་སྐྱ	1
སྐྱོཾན	སྐྱབས་མགོན	1
སྐྱགྲོམེདེ	སྐྱབས་འགྲོ་སེམས་བསྐྱེད	1
སྐྱབསུ་མཆི	སྐྱབས་སུ་མཆི	1
སྐྱབསོ	སྐྱབས་སོ	1
སྐྱི་ོཾ	སྐྱི་མོ	1
སྐྱིདོ	སྐྱིད་དོ	1
སྐྱིདོ	སྐྱིད་པོ	1
སྐྱིུང་	སྐྱིལ་དཀྲུང་	1
སྐྱུཾས	སྐྱུངས	1
སྐྱུརོ	སྐྱུར་རོ	1
སྐྱེུ	སྐྱེ་དགུ	1
སྐྱེའི	སྐྱེ་བའི	1
སྐྱཻ	སྐྱེ་བོ	1
སྐྱེོ	སྐྱེ་བོ	1
སྐྱཻད	སྐྱེ་མཆེད	0
སྐྱེདེ	སྐྱེ་མཆེད	1
སྐྱཻད	སྐྱེ་མེད	0
སྐྱེརོ	སྐྱེ་འགྲོ	1
སྐྱོེ	སྐྱེ་འགྲོ	1
སྐྱྲོེ	སྐྱེ་འགྲོ	1
སྐྱེུ	སྐྱེ་རྒུ	1
སྐྱེདེ	སྐྱེ་སྲེད	1
སྐྱེདཾ	སྐྱེད་མ	1
སྐྱེདོ༹ལ	སྐྱེད་མོས་ཚལ	1
སྐྱེད༹ལ	སྐྱེད་ཚལ	1
ལྐྱེལྱི	སྐྱེལ་གྱི	1
སྐྱིུང་	སྐྱེལ་དཀྲུང་	1
